"img_file","category","box_left","box_top","box_height","box_width","img_width","img_height","int_category","box_center_w","box_center_h","box_area"
"croz_20211127_100_279.jpg","no_ADPE","236","96","0.1875","0.1015625","512","256","2","0.51171875","0.46875","2496"
"croz_20211127_100_446.jpg","no_ADPE","121","54","0.5703125","0.525390625","512","256","2","0.4990234375","0.49609375","39274"
"croz_20211127_100_456.jpg","ADPE_a","184","148","0.10546875","0.064453125","512","256","0","0.3916015625","0.630859375","891"
"croz_20211127_100_456.jpg","ADPE_a","265","98","0.18359375","0.05078125","512","256","0","0.54296875","0.474609375","1222"
"croz_20211127_100_456.jpg","ADPE_a","327","72","0.15234375","0.056640625","512","256","0","0.6669921875","0.357421875","1131"
"croz_20211127_100_456.jpg","ADPE_a","369","113","0.18359375","0.046875","512","256","0","0.744140625","0.533203125","1128"
"croz_20211127_100_456.jpg","ADPE_a","357","192","0.16796875","0.052734375","512","256","0","0.7236328125","0.833984375","1161"
"croz_20211127_100_456.jpg","ADPE_a","281","30","0.15625","0.046875","512","256","0","0.572265625","0.1953125","960"
"croz_20211127_100_456.jpg","ADPE_a","327","0","0.1328125","0.06640625","512","256","0","0.671875","0.06640625","1156"
"croz_20211127_100_456.jpg","ADPE_a","409","0","0.05859375","0.05078125","512","256","0","0.82421875","0.029296875","390"
"croz_20211127_100_456.jpg","ADPE_a_stand","449","135","0.15234375","0.048828125","512","256","1","0.9013671875","0.603515625","975"
"croz_20211127_100_456.jpg","ADPE_a_stand","404","32","0.109375","0.0546875","512","256","1","0.81640625","0.1796875","784"
"croz_20211127_100_514.jpg","no_ADPE","173","64","0.2265625","0.10546875","512","256","2","0.390625","0.36328125","3132"
"croz_20211127_100_517.jpg","no_ADPE","240","90","0.1953125","0.083984375","512","256","2","0.5107421875","0.44921875","2150"
"croz_20211127_100_631.jpg","no_ADPE","283","131","0.1171875","0.060546875","512","256","2","0.5830078125","0.5703125","930"
"croz_20211127_101_410.jpg","ADPE_a","455","42","0.16796875","0.0546875","512","256","0","0.916015625","0.248046875","1204"
"croz_20211127_101_410.jpg","ADPE_a","382","14","0.11328125","0.0703125","512","256","0","0.78125","0.111328125","1044"
"croz_20211127_101_410.jpg","ADPE_a","419","125","0.13671875","0.048828125","512","256","0","0.8427734375","0.556640625","875"
"croz_20211127_101_410.jpg","ADPE_a","417","187","0.171875","0.046875","512","256","0","0.837890625","0.81640625","1056"
"croz_20211127_101_410.jpg","ADPE_a","468","228","0.109375","0.056640625","512","256","0","0.9423828125","0.9453125","812"
"croz_20211127_101_410.jpg","ADPE_a","373","216","0.14453125","0.0546875","512","256","0","0.755859375","0.916015625","1036"
"croz_20211127_101_410.jpg","ADPE_a","338","179","0.08984375","0.076171875","512","256","0","0.6982421875","0.744140625","897"
"croz_20211127_101_410.jpg","ADPE_a","290","223","0.0859375","0.0703125","512","256","0","0.6015625","0.9140625","792"
"croz_20211127_101_410.jpg","ADPE_a","256","168","0.1484375","0.05078125","512","256","0","0.525390625","0.73046875","988"
"croz_20211127_101_410.jpg","ADPE_a","286","118","0.1171875","0.056640625","512","256","0","0.5869140625","0.51953125","870"
"croz_20211127_101_410.jpg","ADPE_a","90","108","0.13671875","0.064453125","512","256","0","0.2080078125","0.490234375","1155"
"croz_20211127_101_410.jpg","ADPE_a","13","125","0.10546875","0.087890625","512","256","0","0.0693359375","0.541015625","1215"
"croz_20211127_101_410.jpg","ADPE_a","0","12","0.09765625","0.041015625","512","256","0","0.0205078125","0.095703125","525"
"croz_20211127_101_410.jpg","ADPE_a","68","42","0.125","0.056640625","512","256","0","0.1611328125","0.2265625","928"
"croz_20211127_101_410.jpg","ADPE_a","102","0","0.1015625","0.052734375","512","256","0","0.2255859375","0.05078125","702"
"croz_20211127_101_410.jpg","ADPE_a","204","0","0.16015625","0.05078125","512","256","0","0.423828125","0.080078125","1066"
"croz_20211127_101_410.jpg","ADPE_a","467","0","0.0546875","0.052734375","512","256","0","0.9384765625","0.02734375","378"
"croz_20211127_101_410.jpg","ADPE_a","109","191","0.09765625","0.07421875","512","256","0","0.25","0.794921875","950"
"croz_20211127_101_410.jpg","ADPE_a","101","244","0.046875","0.03125","512","256","0","0.212890625","0.9765625","192"
"croz_20211127_101_410.jpg","ADPE_a","41","208","0.13671875","0.048828125","512","256","0","0.1044921875","0.880859375","875"
"croz_20211127_101_410.jpg","ADPE_a_stand","342","76","0.10546875","0.0546875","512","256","1","0.6953125","0.349609375","756"
"croz_20211127_101_410.jpg","ADPE_a_stand","217","108","0.11328125","0.041015625","512","256","1","0.4443359375","0.478515625","609"
"croz_20211127_101_410.jpg","ADPE_a_stand","165","48","0.09375","0.04296875","512","256","1","0.34375","0.234375","528"
"croz_20211127_101_410.jpg","ADPE_a_stand","199","207","0.10546875","0.046875","512","256","1","0.412109375","0.861328125","648"
"croz_20211127_101_410.jpg","ADPE_a_stand","308","185","0.1015625","0.0703125","512","256","1","0.63671875","0.7734375","936"
"croz_20211127_101_421.jpg","ADPE_a","190","69","0.13671875","0.05859375","512","256","0","0.400390625","0.337890625","1050"
"croz_20211127_101_421.jpg","ADPE_a","228","26","0.13671875","0.056640625","512","256","0","0.4736328125","0.169921875","1015"
"croz_20211127_101_421.jpg","ADPE_a_stand","248","110","0.09765625","0.044921875","512","256","1","0.5068359375","0.478515625","575"
"croz_20211127_102_183.jpg","no_ADPE","251","120","0.1328125","0.07421875","512","256","2","0.52734375","0.53515625","1292"
"croz_20211127_102_412.jpg","ADPE_a_stand","459","11","0.1015625","0.0625","512","256","1","0.927734375","0.09375","832"
"croz_20211127_102_412.jpg","ADPE_a_stand","485","0","0.078125","0.052734375","512","256","1","0.9736328125","0.0390625","540"
"croz_20211127_102_412.jpg","ADPE_a_stand","483","21","0.01953125","0.005859375","512","256","1","0.9462890625","0.091796875","15"
"croz_20211127_102_413.jpg","ADPE_a","233","87","0.12890625","0.05859375","512","256","0","0.484375","0.404296875","990"
"croz_20211127_102_413.jpg","ADPE_a","297","81","0.125","0.05859375","512","256","0","0.609375","0.37890625","960"
"croz_20211127_102_413.jpg","ADPE_a","226","145","0.1484375","0.060546875","512","256","0","0.4716796875","0.640625","1178"
"croz_20211127_102_413.jpg","ADPE_a","178","203","0.12109375","0.076171875","512","256","0","0.3857421875","0.853515625","1209"
"croz_20211127_102_413.jpg","ADPE_a_stand","197","31","0.1015625","0.05859375","512","256","1","0.4140625","0.171875","780"
"croz_20211127_102_426.jpg","no_ADPE","254","114","0.1484375","0.080078125","512","256","2","0.5361328125","0.51953125","1558"
"croz_20211127_102_457.jpg","ADPE_a","166","0","0.12109375","0.08203125","512","256","0","0.365234375","0.060546875","1302"
"croz_20211127_102_457.jpg","ADPE_a","44","77","0.18359375","0.048828125","512","256","0","0.1103515625","0.392578125","1175"
"croz_20211127_102_457.jpg","ADPE_a","33","180","0.12109375","0.07421875","512","256","0","0.1015625","0.763671875","1178"
"croz_20211127_102_457.jpg","ADPE_a_stand","435","94","0.1171875","0.078125","512","256","1","0.888671875","0.42578125","1200"
"croz_20211127_102_462.jpg","ADPE_a","348","184","0.125","0.05078125","512","256","0","0.705078125","0.78125","832"
"croz_20211127_102_462.jpg","ADPE_a","407","165","0.1328125","0.05859375","512","256","0","0.82421875","0.7109375","1020"
"croz_20211127_102_462.jpg","ADPE_a","462","69","0.125","0.064453125","512","256","0","0.9345703125","0.33203125","1056"
"croz_20211127_102_462.jpg","ADPE_a","488","195","0.17578125","0.046875","512","256","0","0.9765625","0.849609375","1080"
"croz_20211127_102_462.jpg","ADPE_a","372","238","0.0703125","0.05078125","512","256","0","0.751953125","0.96484375","468"
"croz_20211127_102_462.jpg","ADPE_a","177","213","0.15234375","0.048828125","512","256","0","0.3701171875","0.908203125","975"
"croz_20211127_102_462.jpg","ADPE_a","98","93","0.09375","0.078125","512","256","0","0.23046875","0.41015625","960"
"croz_20211127_102_462.jpg","ADPE_a","16","129","0.16015625","0.05078125","512","256","0","0.056640625","0.583984375","1066"
"croz_20211127_102_462.jpg","ADPE_a","0","202","0.15234375","0.044921875","512","256","0","0.0224609375","0.865234375","897"
"croz_20211127_102_462.jpg","ADPE_a","59","50","0.15234375","0.048828125","512","256","0","0.1396484375","0.271484375","975"
"croz_20211127_102_462.jpg","ADPE_a","0","0","0.12890625","0.0703125","512","256","0","0.03515625","0.064453125","1188"
"croz_20211127_102_462.jpg","ADPE_a","204","4","0.15625","0.044921875","512","256","0","0.4208984375","0.09375","920"
"croz_20211127_102_462.jpg","ADPE_a","340","0","0.1171875","0.044921875","512","256","0","0.6865234375","0.05859375","690"
"croz_20211127_102_462.jpg","ADPE_a","372","101","0.1640625","0.044921875","512","256","0","0.7490234375","0.4765625","966"
"croz_20211127_102_462.jpg","ADPE_a","61","163","0.12890625","0.078125","512","256","0","0.158203125","0.701171875","1320"
"croz_20211127_102_462.jpg","ADPE_a_stand","430","7","0.1328125","0.060546875","512","256","1","0.8701171875","0.09375","1054"
"croz_20211127_102_462.jpg","ADPE_a_stand","448","238","0.0703125","0.044921875","512","256","1","0.8974609375","0.96484375","414"
"croz_20211127_102_462.jpg","ADPE_a_stand","130","192","0.12109375","0.0546875","512","256","1","0.28125","0.810546875","868"
"croz_20211127_102_523.jpg","ADPE_a","423","20","0.140625","0.05859375","512","256","0","0.85546875","0.1484375","1080"
"croz_20211127_102_523.jpg","ADPE_a","488","11","0.1015625","0.046875","512","256","0","0.9765625","0.09375","624"
"croz_20211127_102_523.jpg","ADPE_a","482","136","0.15625","0.04296875","512","256","0","0.962890625","0.609375","880"
"croz_20211127_102_523.jpg","ADPE_a","425","100","0.12109375","0.05859375","512","256","0","0.859375","0.451171875","930"
"croz_20211127_102_523.jpg","ADPE_a","378","134","0.13671875","0.044921875","512","256","0","0.7607421875","0.591796875","805"
"croz_20211127_102_523.jpg","ADPE_a","318","151","0.12109375","0.048828125","512","256","0","0.6455078125","0.650390625","775"
"croz_20211127_102_523.jpg","ADPE_a","266","202","0.14453125","0.048828125","512","256","0","0.5439453125","0.861328125","925"
"croz_20211127_102_523.jpg","ADPE_a","302","97","0.0703125","0.072265625","512","256","0","0.6259765625","0.4140625","666"
"croz_20211127_102_523.jpg","ADPE_a","259","132","0.1015625","0.05859375","512","256","0","0.53515625","0.56640625","780"
"croz_20211127_102_523.jpg","ADPE_a","197","222","0.11328125","0.05859375","512","256","0","0.4140625","0.923828125","870"
"croz_20211127_102_523.jpg","ADPE_a","139","183","0.1484375","0.041015625","512","256","0","0.2919921875","0.7890625","798"
"croz_20211127_102_523.jpg","ADPE_a","147","138","0.0859375","0.072265625","512","256","0","0.3232421875","0.58203125","814"
"croz_20211127_102_523.jpg","ADPE_a","185","89","0.13671875","0.04296875","512","256","0","0.3828125","0.416015625","770"
"croz_20211127_102_523.jpg","ADPE_a","122","53","0.171875","0.048828125","512","256","0","0.2626953125","0.29296875","1100"
"croz_20211127_102_523.jpg","ADPE_a","79","84","0.109375","0.04296875","512","256","0","0.17578125","0.3828125","616"
"croz_20211127_102_523.jpg","ADPE_a","89","148","0.125","0.04296875","512","256","0","0.1953125","0.640625","704"
"croz_20211127_102_523.jpg","ADPE_a","24","129","0.10546875","0.0546875","512","256","0","0.07421875","0.556640625","756"
"croz_20211127_102_523.jpg","ADPE_a","33","203","0.15625","0.044921875","512","256","0","0.0869140625","0.87109375","920"
"croz_20211127_102_523.jpg","ADPE_a","76","223","0.12890625","0.048828125","512","256","0","0.1728515625","0.935546875","825"
"croz_20211127_102_523.jpg","ADPE_a","80","0","0.08984375","0.0703125","512","256","0","0.19140625","0.044921875","828"
"croz_20211127_102_523.jpg","ADPE_a","147","0","0.13671875","0.041015625","512","256","0","0.3076171875","0.068359375","735"
"croz_20211127_102_523.jpg","ADPE_a","240","40","0.140625","0.048828125","512","256","0","0.4931640625","0.2265625","900"
"croz_20211127_102_523.jpg","ADPE_a","303","0","0.0625","0.0546875","512","256","0","0.619140625","0.03125","448"
"croz_20211127_102_523.jpg","ADPE_a","364","0","0.10546875","0.044921875","512","256","0","0.7333984375","0.052734375","621"
"croz_20211127_102_523.jpg","ADPE_a_stand","471","55","0.12109375","0.041015625","512","256","1","0.9404296875","0.275390625","651"
